UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS NEGERI MAKASSAR,712095,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,29,(Prodi Baru),Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712096,BIOTEKNOLOGI,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712097,SAINS INFORMASI GEOGRAFI,Sarjana,16,(Prodi Baru),Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712099,SAINS AKTUARIA,Sarjana,51,(Prodi Baru),Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712031,MESIN OTOMOTIF,Sarjana Terapan,27,79,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712032,TEKNIK ELEKTRONIKA,Sarjana Terapan,16,43,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712033,TEKNIK MESIN,Sarjana Terapan,44,203,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712034,TEKNIK ELEKTRO,Sarjana Terapan,59,177,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712035,TEKNIK SIPIL BANGUNAN GEDUNG,Sarjana Terapan,73,289,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712081,TATA BOGA,Sarjana Terapan,29,162,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712082,AKUNTANSI,Sarjana Terapan,44,82,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712083,BAHASA INGGRIS,Sarjana Terapan,49,40,Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712098,ANIMASI,Sarjana Terapan,16,(Prodi Baru),Tidak Ada
UNIVERSITAS NEGERI MAKASSAR,712092,TATA BUSANA,Diploma Tiga,15,173,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718001,ILMU KOMPUTER,Sarjana,75,109,Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718002,SISTEM INFORMASI,Sarjana,80,90,Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718003,MATEMATIKA,Sarjana,15,9,Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718004,TEKNOLOGI PANGAN,Sarjana,60,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718005,SAINS DATA,Sarjana,60,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718006,SAINS AKTUARIA,Sarjana,60,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718007,TEKNIK SISTEM ENERGI,Sarjana,60,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718008,TEKNIK METALURGI,Sarjana,60,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718009,BIOTEKNOLOGI,Sarjana,60,(Prodi Baru),Tidak Ada
INSTITUT TEKNOLOGI BJ. HABIBIE SULAWESI SELATAN,718010,TEKNIK SIPIL,Sarjana,102,(Prodi Baru),Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS SAM RATULANGI,721001,PENDIDIKAN DOKTER,Sarjana,120,1.661,Tidak Ada
UNIVERSITAS SAM RATULANGI,721002,PENDIDIKAN DOKTER GIGI,Sarjana,25,358,Tidak Ada
UNIVERSITAS SAM RATULANGI,721003,ILMU KESEHATAN MASYARAKAT,Sarjana,125,516,Tidak Ada
UNIVERSITAS SAM RATULANGI,721004,ILMU KEPERAWATAN,Sarjana,75,473,Tidak Ada
UNIVERSITAS SAM RATULANGI,721005,TEKNIK ELEKTRO,Sarjana,50,82,Tidak Ada
UNIVERSITAS SAM RATULANGI,721006,TEKNIK MESIN,Sarjana,43,65,Tidak Ada
UNIVERSITAS SAM RATULANGI,721007,TEKNIK SIPIL,Sarjana,83,338,Tidak Ada
UNIVERSITAS SAM RATULANGI,721008,ARSITEKTUR,Sarjana,59,154,Tidak Ada
UNIVERSITAS SAM RATULANGI,721009,PERENCANAAN WILAYAH DAN KOTA,Sarjana,58,86,Tidak Ada
UNIVERSITAS SAM RATULANGI,721010,TEKNIK PERTANIAN,Sarjana,53,53,Tidak Ada
UNIVERSITAS SAM RATULANGI,721011,TEKNOLOGI PANGAN,Sarjana,30,40,Tidak Ada
UNIVERSITAS SAM RATULANGI,721012,MATEMATIKA,Sarjana,60,33,Tidak Ada
UNIVERSITAS SAM RATULANGI,721013,FISIKA,Sarjana,30,9,Tidak Ada
UNIVERSITAS SAM RATULANGI,721014,BIOLOGI,Sarjana,46,17,Tidak Ada
UNIVERSITAS SAM RATULANGI,721015,KIMIA,Sarjana,35,24,Tidak Ada
UNIVERSITAS SAM RATULANGI,721016,AGRIBISNIS,Sarjana,108,97,Tidak Ada
UNIVERSITAS SAM RATULANGI,721017,AGROEKOTEKNOLOGI,Sarjana,30,34,Tidak Ada
UNIVERSITAS SAM RATULANGI,721018,PETERNAKAN,Sarjana,110,61,Tidak Ada
UNIVERSITAS SAM RATULANGI,721019,ILMU KELAUTAN,Sarjana,68,36,Tidak Ada
UNIVERSITAS SAM RATULANGI,721020,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,38,12,Tidak Ada
UNIVERSITAS SAM RATULANGI,721021,BUDIDAYA PERAIRAN,Sarjana,38,11,Tidak Ada
UNIVERSITAS SAM RATULANGI,721022,TEKNOLOGI HASIL PERIKANAN,Sarjana,38,8,Tidak Ada
UNIVERSITAS SAM RATULANGI,721023,AGROBISNIS PERIKANAN,Sarjana,50,10,Tidak Ada
UNIVERSITAS SAM RATULANGI,721024,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,38,4,Tidak Ada
UNIVERSITAS SAM RATULANGI,721025,KEHUTANAN,Sarjana,40,47,Tidak Ada
UNIVERSITAS SAM RATULANGI,721026,INFORMATIKA,Sarjana,60,579,Tidak Ada
UNIVERSITAS SAM RATULANGI,721027,FARMASI,Sarjana,61,693,Tidak Ada
UNIVERSITAS SAM RATULANGI,721028,TEKNIK LINGKUNGAN,Sarjana,33,42,Tidak Ada
UNIVERSITAS SAM RATULANGI,721029,SISTEM INFORMASI,Sarjana,50,147,Tidak Ada
UNIVERSITAS SAM RATULANGI,721030,ILMU TANAH,Sarjana,30,13,Tidak Ada
UNIVERSITAS SAM RATULANGI,721031,AGRONOMI,Sarjana,30,7,Tidak Ada
UNIVERSITAS SAM RATULANGI,721032,PROTEKSI TANAMAN,Sarjana,30,5,Tidak Ada
UNIVERSITAS SAM RATULANGI,721033,EKONOMI PEMBANGNAN,Sarjana,83,83,Tidak Ada
UNIVERSITAS SAM RATULANGI,721034,MANAJEMEN,Sarjana,230,702,Tidak Ada
UNIVERSITAS SAM RATULANGI,721035,AKUNTANSI,Sarjana,150,374,Tidak Ada
UNIVERSITAS SAM RATULANGI,721036,ILMU ADMINISTRASI NEGARA,Sarjana,55,146,Tidak Ada
UNIVERSITAS SAM RATULANGI,721037,ILMU ADMINISTRASI BISNIS,Sarjana,55,212,Tidak Ada
UNIVERSITAS SAM RATULANGI,721038,ILMU PEMERINTAHAN,Sarjana,55,127,Tidak Ada
UNIVERSITAS SAM RATULANGI,721039,ILMU POLITIK,Sarjana,43,56,Tidak Ada
UNIVERSITAS SAM RATULANGI,721040,SOSIOLOGI,Sarjana,40,29,Tidak Ada
UNIVERSITAS SAM RATULANGI,721041,ILMU KOMUNIKASI,Sarjana,55,221,Tidak Ada
UNIVERSITAS SAM RATULANGI,721042,ILMU PERPUSTAKAAN,Sarjana,25,14,Tidak Ada
UNIVERSITAS SAM RATULANGI,721043,ILMU HUKUM,Sarjana,413,625,Tidak Ada
UNIVERSITAS SAM RATULANGI,721044,SASTRA INDONESIA,Sarjana,33,19,Tidak Ada
UNIVERSITAS SAM RATULANGI,721045,SASTRA INGGRIS,Sarjana,110,109,Tidak Ada
UNIVERSITAS SAM RATULANGI,721046,SASTRA JERMAN,Sarjana,28,13,Tidak Ada
UNIVERSITAS SAM RATULANGI,721047,ILMU SEJARAH,Sarjana,28,8,Tidak Ada
UNIVERSITAS SAM RATULANGI,721048,ANTROPOLOGI SOSIAL,Sarjana,25,23,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS NEGERI MANADO,722001,PEND. BIOLOGI,Sarjana,40,25,Tidak Ada
UNIVERSITAS NEGERI MANADO,722002,ILMU BIOLOGI,Sarjana,20,13,Tidak Ada
UNIVERSITAS NEGERI MANADO,722003,PEND. KIMIA,Sarjana,24,8,Tidak Ada
UNIVERSITAS NEGERI MANADO,722004,ILMU KIMIA,Sarjana,16,5,Tidak Ada
UNIVERSITAS NEGERI MANADO,722005,PEND. FISIKA,Sarjana,24,6,Tidak Ada
UNIVERSITAS NEGERI MANADO,722006,ILMU FISIKA,Sarjana,16,5,Tidak Ada
UNIVERSITAS NEGERI MANADO,722007,PEND. MATEMATIKA,Sarjana,40,28,Tidak Ada
UNIVERSITAS NEGERI MANADO,722008,PEND. TEK BANGUNAN,Sarjana,16,4,Tidak Ada
UNIVERSITAS NEGERI MANADO,722009,PEND. TEK ELEKTRO,Sarjana,32,9,Tidak Ada
UNIVERSITAS NEGERI MANADO,722010,PEND. INF./KOM,Sarjana,80,52,Tidak Ada
UNIVERSITAS NEGERI MANADO,722011,PEND. TEK MESIN,Sarjana,32,7,Tidak Ada
UNIVERSITAS NEGERI MANADO,722012,ILMU GEOGRAFI,Sarjana,16,12,Tidak Ada
UNIVERSITAS NEGERI MANADO,722013,ILMU KEOLAHRAGAAN,Sarjana,16,9,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI MANADO,722017,PENDIDIKAN IPA,Sarjana,24,16,Tidak Ada
UNIVERSITAS NEGERI MANADO,722018,ARSITEKTUR,Sarjana,48,33,Tidak Ada
UNIVERSITAS NEGERI MANADO,722019,TEKNIK INFORMATIKA,Sarjana,56,130,Tidak Ada
UNIVERSITAS NEGERI MANADO,722020,TEKNIK SIPIL,Sarjana,48,60,Tidak Ada
UNIVERSITAS NEGERI MANADO,722021,ILMU KESEHATAN MASYARAKAT,Sarjana,64,124,Tidak Ada
UNIVERSITAS NEGERI MANADO,722022,TEKNIK MESIN,Sarjana,32,29,Tidak Ada
UNIVERSITAS NEGERI MANADO,722023,PEND. KES. KEL,Sarjana,16,12,Tidak Ada
UNIVERSITAS NEGERI MANADO,722024,PEND. BAHASA INDONESIA,Sarjana,48,41,Tidak Ada
UNIVERSITAS NEGERI MANADO,722025,PEND. BAH INGGRIS,Sarjana,40,32,Tidak Ada
UNIVERSITAS NEGERI MANADO,722026,BAH & SASTRA INGGRIS,Sarjana,24,35,Tidak Ada
UNIVERSITAS NEGERI MANADO,722027,PEND. BAHASA JEPANG,Sarjana,16,15,Tidak Ada
UNIVERSITAS NEGERI MANADO,722028,PEND. BAH. JERMAN,Sarjana,12,6,Tidak Ada
UNIVERSITAS NEGERI MANADO,722029,PEND. BAH. PERANCIS,Sarjana,12,3,Tidak Ada
UNIVERSITAS NEGERI MANADO,722030,PEND. SENI MUSIK,Sarjana,48,12,Musik
UNIVERSITAS NEGERI MANADO,722031,PEND. SENI RUPA,Sarjana,20,8,"Seni Rupa, Desain, dan Kriya"
UNIVERSITAS NEGERI MANADO,722032,PPKN,Sarjana,32,40,Tidak Ada
UNIVERSITAS NEGERI MANADO,722033,PEND. SEJARAH,Sarjana,32,23,Tidak Ada
UNIVERSITAS NEGERI MANADO,722034,PEND GEOGRAFI,Sarjana,28,18,Tidak Ada
UNIVERSITAS NEGERI MANADO,722035,ILMU ADM NEGARA,Sarjana,80,65,Tidak Ada
UNIVERSITAS NEGERI MANADO,722036,ILMU HUKUM,Sarjana,80,112,Tidak Ada
UNIVERSITAS NEGERI MANADO,722037,PEND EKONOMI S1,Sarjana,96,32,Tidak Ada
UNIVERSITAS NEGERI MANADO,722038,MANAJEMEN S1,Sarjana,100,185,Tidak Ada
UNIVERSITAS NEGERI MANADO,722039,PEND. KEPELATIHAN OR,Sarjana,48,13,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI MANADO,722040,"PEND. JASMANI, KES. REK",Sarjana,48,14,Pendidikan Jasmani dan Olahraga
UNIVERSITAS NEGERI MANADO,722041,PLS,Sarjana,32,5,Tidak Ada
UNIVERSITAS NEGERI MANADO,722042,PLB/P.KH,Sarjana,32,9,Tidak Ada
UNIVERSITAS NEGERI MANADO,722043,PSIKOLOGI,Sarjana,64,201,Tidak Ada
UNIVERSITAS NEGERI MANADO,722044,PGSD,Sarjana,128,135,Tidak Ada
UNIVERSITAS NEGERI MANADO,722046,AKUNTANSI,Sarjana,96,116,Tidak Ada
UNIVERSITAS NEGERI MANADO,722047,BIMBINGAN KONSELING,Sarjana,32,47,Tidak Ada
UNIVERSITAS NEGERI MANADO,722048,PEND. ANAK USIA DINI,Sarjana,48,12,Tidak Ada
UNIVERSITAS NEGERI MANADO,722049,PENDIDIKAN SOSIOLOGI,Sarjana,32,10,Tidak Ada
UNIVERSITAS NEGERI MANADO,722051,PENDIDIKAN IPS,Sarjana,16,11,Tidak Ada
UNIVERSITAS NEGERI MANADO,722052,ILMU EKONOMI,Sarjana,96,35,Tidak Ada
UNIVERSITAS NEGERI MANADO,722053,TEKNIK LISTRIK,Diploma Tiga,12,2,Tidak Ada
UNIVERSITAS NEGERI MANADO,722054,TEKNIK SIPIL,Diploma Tiga,12,7,Tidak Ada
UNIVERSITAS NEGERI MANADO,722055,MANAJEMEN PEMASARAN,Diploma Tiga,24,3,Tidak Ada
UNIVERSITAS NEGERI MANADO,722056,TEKNOLOGI KAYU,Diploma Tiga,12,0,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS TADULAKO,731001,PEND. BIOLOGI,Sarjana,60,122,Tidak Ada
UNIVERSITAS TADULAKO,731002,PEND. MATEMATIKA,Sarjana,60,120,Tidak Ada
UNIVERSITAS TADULAKO,731003,PEND. FISIKA,Sarjana,60,31,Tidak Ada
UNIVERSITAS TADULAKO,731004,PEND. KIMIA,Sarjana,60,28,Tidak Ada
UNIVERSITAS TADULAKO,731005,AGROTEKNOLOGI,Sarjana,180,196,Tidak Ada
UNIVERSITAS TADULAKO,731006,KEHUTANAN,Sarjana,160,153,Tidak Ada
UNIVERSITAS TADULAKO,731007,AGRIBISNIS,Sarjana,140,318,Tidak Ada
UNIVERSITAS TADULAKO,731008,PETERNAKAN,Sarjana,120,161,Tidak Ada
UNIVERSITAS TADULAKO,731009,TEKNIK SIPIL,Sarjana,76,480,Tidak Ada
UNIVERSITAS TADULAKO,731010,TEKNIK ARSITEKTUR,Sarjana,48,177,Tidak Ada
UNIVERSITAS TADULAKO,731011,TEKNIK MESIN,Sarjana,48,107,Tidak Ada
UNIVERSITAS TADULAKO,731012,TEKNIK ELEKTRO,Sarjana,40,106,Tidak Ada
UNIVERSITAS TADULAKO,731013,FISIKA,Sarjana,20,16,Tidak Ada
UNIVERSITAS TADULAKO,731014,MATEMATIKA,Sarjana,20,32,Tidak Ada
UNIVERSITAS TADULAKO,731015,KIMIA,Sarjana,43,38,Tidak Ada
UNIVERSITAS TADULAKO,731016,BIOLOGI,Sarjana,23,36,Tidak Ada
UNIVERSITAS TADULAKO,731017,KEDOKTERAN,Sarjana,75,906,Tidak Ada
UNIVERSITAS TADULAKO,731018,KESEHATAN MASYARAKAT,Sarjana,100,608,Tidak Ada
UNIVERSITAS TADULAKO,731019,AKUAKULTUR,Sarjana,80,57,Tidak Ada
UNIVERSITAS TADULAKO,731020,FARMASI,Sarjana,48,755,Tidak Ada
UNIVERSITAS TADULAKO,731021,TEKNIK INFORMATIKA,Sarjana,48,863,Tidak Ada
UNIVERSITAS TADULAKO,731022,STATISTIKA,Sarjana,32,81,Tidak Ada
UNIVERSITAS TADULAKO,731023,TEKNIK GEOLOGI,Sarjana,32,203,Tidak Ada
UNIVERSITAS TADULAKO,731024,PERENCANAAN WILAYAH DAN KOTA,Sarjana,44,184,Tidak Ada
UNIVERSITAS TADULAKO,731025,GIZI,Sarjana,44,458,Tidak Ada
UNIVERSITAS TADULAKO,731026,TEKNIK GEO FISIKA,Sarjana,20,40,Tidak Ada
UNIVERSITAS TADULAKO,731027,AGROTEKNOLOGI (PSDKU MOROWALI),Sarjana,18,4,Tidak Ada
UNIVERSITAS TADULAKO,731028,TEKNIK SIPIL (PSDKU MOROWALI),Sarjana,25,11,Tidak Ada
UNIVERSITAS TADULAKO,731029,AGROTEKNOLOGI (PSDKU TOUNA),Sarjana,36,8,Tidak Ada
UNIVERSITAS TADULAKO,731030,TEKNIK SIPIL (PSDKU TOUNA),Sarjana,25,8,Tidak Ada
UNIVERSITAS TADULAKO,731031,TEKNIK LINGKUNGAN,Sarjana,44,116,Tidak Ada
UNIVERSITAS TADULAKO,731032,SISTEM INFORMASI,Sarjana,40,283,Tidak Ada
UNIVERSITAS TADULAKO,731033,PEND. BAHASA INDONESIA,Sarjana,80,347,Tidak Ada
UNIVERSITAS TADULAKO,731034,PEND. BAHASA INGGRIS,Sarjana,100,309,Tidak Ada
UNIVERSITAS TADULAKO,731035,PEND. PANCASILA DAN KEWARGANEGARAAN,Sarjana,52,116,Tidak Ada
UNIVERSITAS TADULAKO,731036,PEND. SEJARAH,Sarjana,52,116,Tidak Ada
UNIVERSITAS TADULAKO,731037,BIMBINGAN DAN KONSELING,Sarjana,60,214,Tidak Ada
UNIVERSITAS TADULAKO,731038,PEND. GURU SEKOLAH DASAR,Sarjana,100,923,Tidak Ada
UNIVERSITAS TADULAKO,731039,PEND. GURU PAUD,Sarjana,52,144,Tidak Ada
UNIVERSITAS TADULAKO,731040,ADMINSTRASI NEGARA,Sarjana,80,472,Tidak Ada
UNIVERSITAS TADULAKO,731041,SOSIOLOGI,Sarjana,72,192,Tidak Ada
UNIVERSITAS TADULAKO,731042,ANTROPOLOGI,Sarjana,52,76,Tidak Ada
UNIVERSITAS TADULAKO,731043,ILMU PEMERINTAHAN,Sarjana,80,442,Tidak Ada
UNIVERSITAS TADULAKO,731044,ILMU KOMUNIKASI,Sarjana,72,741,Tidak Ada
UNIVERSITAS TADULAKO,731045,EKONOMI PEMBANGUNAN,Sarjana,64,177,Tidak Ada
UNIVERSITAS TADULAKO,731046,EKONOMI MANAJEMEN,Sarjana,80,1.135,Tidak Ada
UNIVERSITAS TADULAKO,731047,EKONOMI AKUNTANSI,Sarjana,80,744,Tidak Ada
UNIVERSITAS TADULAKO,731048,ILMU HUKUM,Sarjana,218,750,Tidak Ada
UNIVERSITAS TADULAKO,731049,"PEND. JASMANI, KESEHATAN DAN REKREASI",Sarjana,80,123,Pendidikan Jasmani dan Olahraga
UNIVERSITAS TADULAKO,731050,PEND. GEOGRAFI,Sarjana,60,68,Tidak Ada
UNIVERSITAS TADULAKO,731051,MANAJEMEN (PSDKU MOROWALI),Sarjana,60,20,Tidak Ada
UNIVERSITAS TADULAKO,731052,MANAJEMEN (PSDKU TOUNA),Sarjana,120,28,Tidak Ada
UNIVERSITAS TADULAKO,731061,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,28,49,Tidak Ada
UNIVERSITAS TADULAKO,731062,SUMBER DAYA AKUATIK,Sarjana,40,(Prodi Baru),Tidak Ada
UNIVERSITAS TADULAKO,731058,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,32,3,Tidak Ada
UNIVERSITAS TADULAKO,731059,TEKNOLOGI REKAYASA INSTALASI LISTRIK,Sarjana Terapan,32,6,Tidak Ada
UNIVERSITAS TADULAKO,731060,AKUNTANSI SEKTOR PUBLIK,Sarjana Terapan,32,25,Tidak Ada
UNIVERSITAS TADULAKO,731063,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,Sarjana Terapan,32,(Prodi Baru),Tidak Ada
UNIVERSITAS TADULAKO,731054,KEPERAWATAN,Diploma Tiga,65,179,Tidak Ada
UNIVERSITAS TADULAKO,731055,MANAJEMEN PEMASARAN,Diploma Tiga,16,15,Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS SULAWESI BARAT,741001,AGRIBISNIS,Sarjana,80,191,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741002,KEHUTANAN,Sarjana,36,56,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741003,KEPERAWATAN,Sarjana,40,202,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741004,TEKNIK SIPIL,Sarjana,48,182,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741005,INFORMATIKA,Sarjana,48,305,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741006,MATEMATIKA,Sarjana,14,16,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741007,PEND. MATEMATIKA,Sarjana,36,30,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741008,PEND. BIOLOGI,Sarjana,48,43,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741009,PEND. FISIKA,Sarjana,14,9,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741010,PETERNAKAN,Sarjana,36,60,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741011,AKUAKULTUR,Sarjana,16,9,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741012,PERIKANAN TANGKAP,Sarjana,24,26,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741013,AGROEKOTEKNOLOGI,Sarjana,36,41,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741014,PERENCANAAN WILAYAH DAN KOTA,Sarjana,36,62,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741015,STATISTIKA,Sarjana,14,16,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741016,GIZI,Sarjana,40,195,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741017,ADMINISTRASI KESEHATAN,Sarjana,32,189,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741018,TEKNOLOGI HASIL PERTANIAN,Sarjana,36,66,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741019,MANAJEMEN,Sarjana,80,494,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741020,AKUNTANSI,Sarjana,80,211,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741021,ILMU POLITIK,Sarjana,40,53,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741022,HUBUNGAN INTERNASIONAL,Sarjana,40,58,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741023,HUKUM,Sarjana,48,157,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741024,PEND. BHS. INGGRIS,Sarjana,48,81,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741026,PENDIDIKAN GURU SEKOLAH DASAR (PGSD),Sarjana,80,456,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741027,PENDIDIKAN ILMU PENGETAHUAN ALAM (IPA),Sarjana,36,39,Tidak Ada
UNIVERSITAS SULAWESI BARAT,741028,SISTEM INFORMASI,Sarjana,24,(Prodi Baru),Tidak Ada
UNIVERSITAS SULAWESI BARAT,741029,SUMBER DAYA AKUATIK,Sarjana,24,(Prodi Baru),Tidak Ada
UNIVERSITAS,KODE,PROGRAM STUDI,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO
UNIVERSITAS HALUOLEO,751001,AGRIBISNIS,Sarjana,40,110,Tidak Ada
UNIVERSITAS HALUOLEO,751002,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Sarjana,32,28,Tidak Ada
UNIVERSITAS HALUOLEO,751003,PETERNAKAN,Sarjana,80,59,Tidak Ada
UNIVERSITAS HALUOLEO,751004,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,24,13,Tidak Ada
UNIVERSITAS HALUOLEO,751005,BUDIDAYA PERAIRAN,Sarjana,24,15,Tidak Ada
UNIVERSITAS HALUOLEO,751006,MATEMATIKA,Sarjana,24,28,Tidak Ada
UNIVERSITAS HALUOLEO,751007,FISIKA,Sarjana,24,16,Tidak Ada
UNIVERSITAS HALUOLEO,751008,KIMIA,Sarjana,32,32,Tidak Ada
UNIVERSITAS HALUOLEO,751009,BIOLOGI,Sarjana,32,23,Tidak Ada
UNIVERSITAS HALUOLEO,751010,ILMU KESEHATAN MASYARAKAT,Sarjana,140,682,Tidak Ada
UNIVERSITAS HALUOLEO,751011,PENDIDIKAN MATEMATIKA,Sarjana,48,116,Tidak Ada
UNIVERSITAS HALUOLEO,751012,PENDIDIKAN BIOLOGI,Sarjana,40,85,Tidak Ada
UNIVERSITAS HALUOLEO,751013,PENDIDIKAN FISIKA,Sarjana,40,25,Tidak Ada
UNIVERSITAS HALUOLEO,751014,PENDIDIKAN KIMIA,Sarjana,32,27,Tidak Ada
UNIVERSITAS HALUOLEO,751015,TEKNIK SIPIL,Sarjana,40,587,Tidak Ada
UNIVERSITAS HALUOLEO,751016,TEKNIK ARSITEKTUR,Sarjana,32,206,Tidak Ada
UNIVERSITAS HALUOLEO,751017,TEKNIK MESIN,Sarjana,32,163,Tidak Ada
UNIVERSITAS HALUOLEO,751018,TEKNIK ELEKTRO,Sarjana,40,156,Tidak Ada
UNIVERSITAS HALUOLEO,751019,TEKNIK INFORMATIKA,Sarjana,32,1.014,Tidak Ada
UNIVERSITAS HALUOLEO,751020,PENDIDIKAN DOKTER,Sarjana,48,904,Tidak Ada
UNIVERSITAS HALUOLEO,751021,KEHUTANAN,Sarjana,60,61,Tidak Ada
UNIVERSITAS HALUOLEO,751022,ILMU DAN TEKNOLOGI PANGAN,Sarjana,32,27,Tidak Ada
UNIVERSITAS HALUOLEO,751023,FARMASI,Sarjana,80,880,Tidak Ada
UNIVERSITAS HALUOLEO,751024,AGROBISNIS PERIKANAN,Sarjana,24,13,Tidak Ada
UNIVERSITAS HALUOLEO,751025,TEKNIK GEOFISIKA,Sarjana,24,40,Tidak Ada
UNIVERSITAS HALUOLEO,751026,TEKNIK GEOLOGI,Sarjana,32,357,Tidak Ada
UNIVERSITAS HALUOLEO,751027,ILMU KELAUTAN,Sarjana,24,18,Tidak Ada
UNIVERSITAS HALUOLEO,751028,ILMU LINGKUNGAN,Sarjana,48,38,Tidak Ada
UNIVERSITAS HALUOLEO,751029,TEKNIK PERTAMBANGAN,Sarjana,32,1.193,Tidak Ada
UNIVERSITAS HALUOLEO,751030,TEKNOLOGI HASIL PERIKANAN,Sarjana,16,7,Tidak Ada
UNIVERSITAS HALUOLEO,751031,GEOGRAFI,Sarjana,32,37,Tidak Ada
UNIVERSITAS HALUOLEO,751032,ILMU TANAH,Sarjana,24,29,Tidak Ada
UNIVERSITAS HALUOLEO,751033,PROTEKSI TANAMAN,Sarjana,24,7,Tidak Ada
UNIVERSITAS HALUOLEO,751034,PENYULUHAN PERTANIAN,Sarjana,32,37,Tidak Ada
UNIVERSITAS HALUOLEO,751035,BIOTEKNOLOGI,Sarjana,28,23,Tidak Ada
